,price,guests_included,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,Laundry,TV,Parking,Family_friendly,Pets_friendly,Elevator,Security,Air_conditioning,24-Hour_Check-in,Gym,neighbourhood_group_cleansed_Ballard,neighbourhood_group_cleansed_Beacon Hill,neighbourhood_group_cleansed_Capitol Hill,neighbourhood_group_cleansed_Cascade,neighbourhood_group_cleansed_Central Area,neighbourhood_group_cleansed_Delridge,neighbourhood_group_cleansed_Downtown,neighbourhood_group_cleansed_Interbay,neighbourhood_group_cleansed_Lake City,neighbourhood_group_cleansed_Magnolia,neighbourhood_group_cleansed_Northgate,neighbourhood_group_cleansed_Other neighborhoods,neighbourhood_group_cleansed_Queen Anne,neighbourhood_group_cleansed_Rainier Valley,neighbourhood_group_cleansed_Seward Park,neighbourhood_group_cleansed_University District,neighbourhood_group_cleansed_West Seattle,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
0,4.454347296253507,1.0986122886681098,0.0,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,5.017279836814924,0.6931471805599453,4.61512051684126,3.713572066704308,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,6.883462586413092,2.3978952727983707,6.90875477931522,5.707110264748875,2.4849066497880004,1.7047480922384253,1.791759469228055,2.0794415416798357,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,4.61512051684126,0.6931471805599453,0.0,0.0,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4,6.111467339502679,1.9459101490553132,6.55250788703459,4.836281906951478,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5,4.795790545596741,0.6931471805599453,0.0,3.713572066704308,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6,4.394449154672439,0.6931471805599453,5.017279836814924,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7,4.110873864173311,0.6931471805599453,5.017279836814924,3.258096538021482,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
8,4.51085950651685,0.6931471805599453,0.0,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9,5.017279836814924,0.6931471805599453,4.61512051684126,3.713572066704308,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10,4.564348191467836,1.0986122886681098,0.0,2.772588722239781,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
11,4.605170185988092,0.6931471805599453,6.2166061010848646,5.017279836814924,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
12,5.5053315359323625,0.6931471805599453,5.707110264748875,4.564348191467836,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13,5.111987788356544,1.6094379124341003,5.993961427306569,4.454347296253507,1.791759469228055,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
14,6.135564891081739,2.1972245773362196,7.313886831633462,5.707110264748875,2.833213344056216,1.5040773967762742,1.9459101490553132,2.772588722239781,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15,4.700480365792417,0.6931471805599453,0.0,4.499809670330265,1.791759469228055,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16,4.204692619390966,0.6931471805599453,4.61512051684126,3.58351893845611,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
17,4.605170185988092,0.6931471805599453,4.61512051684126,2.772588722239781,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
18,5.303304908059076,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
19,6.55250788703459,0.6931471805599453,6.2166061010848646,5.5254529391317835,2.3978952727983707,1.5040773967762742,1.791759469228055,1.791759469228055,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
20,4.709530201312334,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21,4.605170185988092,0.6931471805599453,0.0,2.772588722239781,1.3862943611198906,0.9162907318741551,0.6931471805599453,1.0986122886681098,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
22,6.111467339502679,0.6931471805599453,0.0,0.0,2.1972245773362196,1.0986122886681098,1.6094379124341003,1.6094379124341003,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
23,4.330733340286331,0.6931471805599453,0.0,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24,6.398594934535208,0.6931471805599453,6.2166061010848646,5.017279836814924,1.791759469228055,1.252762968495368,1.3862943611198906,1.3862943611198906,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25,6.111467339502679,1.9459101490553132,6.2166061010848646,5.303304908059076,2.1972245773362196,1.252762968495368,1.3862943611198906,1.791759469228055,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
